0,-12,-390,-124,0,12,390,115
0,-16,-393,-115,0,16,393,115
0,-17,-396,-115,0,16,396,124
0,-16,-398,-115,0,25,398,115
0,-12,-401,-125,0,16,402,124
0,-21,-403,-115,0,16,404,125
0,-12,-406,-125,0,16,407,115
0,-21,-409,-115,0,20,410,124
0,-12,-412,-124,0,16,412,124
0,-17,-414,-115,0,16,415,124
0,-12,-417,-124,0,11,418,124
0,-17,-420,-115,0,16,420,115
0,-17,-422,-115,0,16,423,115
0,-17,-425,-115,0,16,426,124
0,-17,-428,-115,0,21,428,115
0,-17,-430,-114,0,16,431,115
0,-21,-433,-124,0,16,434,124
0,-12,-436,-124,0,16,437,115
0,-21,-439,-124,0,25,440,115
0,-12,-442,-125,0,16,442,125
0,-16,-445,-125,0,16,445,125
0,-16,-447,-123,0,11,448,124
0,-16,-450,-123,0,16,450,114
0,-11,-453,-133,0,16,453,114
0,-16,-456,-123,0,16,456,124
0,-11,-458,-124,0,11,458,124
0,-16,-461,-125,0,16,461,115
0,-11,-464,-115,0,15,464,125
0,-16,-466,-115,0,16,466,115
0,-16,-469,-124,0,20,470,124
0,-16,-472,-115,0,11,472,124
0,-20,-475,-124,0,20,475,114
0,-16,-477,-115,0,15,478,124
0,-20,-480,-124,0,15,480,134
0,-11,-483,-124,0,15,483,124
0,-16,-485,-114,0,11,486,124
0,-16,-488,-114,0,15,489,115
0,-16,-491,-115,0,20,491,115
0,-16,-493,-115,0,15,494,124
0,-16,-496,-115,0,11,497,125
0,-10,-498,-115,0,9,499,115
0,-7,-500,-105,0,6,501,105
0,-6,-501,-96,0,9,502,96
0,-5,-502,-77,0,4,503,86
0,-4,-503,-67,0,7,504,67
0,-8,-504,-48,0,7,504,48
0,-7,-504,-38,0,6,505,29
0,-2,-505,-38,0,6,505,29
0,-6,-505,-29,0,6,505,9
0,-6,-505,-19,0,6,505,9
0,-6,-505,-9,0,6,505,9
